service_request_id,service_name,title,description,requested_datetime,status
65864-2025,Leuchte ausgefallen,#65864-2025 Leuchte ausgefallen,Mast Nr. 7 (schwarze 3): Einer von beiden Leuchtstoffstäben defekt,2025-11-09T21:26:20+01:00,closed
65865-2025,Leuchte ausgefallen,#65865-2025 Leuchte ausgefallen,Mast Nr. unbekannt. Einer von beiden Lampenarmen (Natriumdampflampe) auf Isarring zwischen Fußgängerbrücke und Autobahnbrücke direkt vor Autobahnbrücke (Höhe Marriott) komplett dunkel ,2025-11-09T21:30:34+01:00,closed
65867-2025,Denkmal verschmutzt,#65867-2025 Denkmal verschmutzt,Wenn Mannen Empfang des NS Dokumentationszentrums steht hört man aus dem ersten Stock eine kreischende Frau von einer Filmdokumentation. Das ist eine Zumutung. Für mich als einmalige Besucherin. Einfach unwürdig die Mitarbeiter permanent diesem Geschrei auszusetzen u mich Besucher.,2025-11-09T22:45:14+01:00,closed
65868-2025,Leuchte ausgefallen,#65868-2025 Leuchte ausgefallen,Allacher Str. - Mastnummer 185 - NAV ausgefallen,2025-11-09T22:48:54+01:00,closed
65869-2025,Leuchte ausgefallen,#65869-2025 Leuchte ausgefallen,Lochhausener Str. - Mastnummer 186 - NAV ausgefallen,2025-11-09T22:53:33+01:00,closed
65870-2025,Leuchte ausgefallen,#65870-2025 Leuchte ausgefallen,Lochhausener Str. - Mastnummer 128 - T8-Lampe ausgefallen,2025-11-09T22:56:46+01:00,closed
65871-2025,Leuchte ausgefallen,#65871-2025 Leuchte ausgefallen,Lochhausener Str. - Mastnummer 123 - T8-Lampe ausgefallen,2025-11-09T22:58:58+01:00,closed
65872-2025,Leuchte ausgefallen,#65872-2025 Leuchte ausgefallen,Leuchte aus,2025-11-09T23:48:14+01:00,closed
65873-2025,Leuchte ausgefallen,#65873-2025 Leuchte ausgefallen,"Leuchte ausgefallen. Leider beleuchtet die Leuchte die Bushaltestelle Feldmochinger See (stadteinwärts) und im Dunkeln fährt der Busfahrer vorbei - da er nicht erkennt, ob jemand wartet.",2025-11-10T06:03:27+01:00,closed
65880-2025,Ampel ausgefallen,#65880-2025 Ampel ausgefallen,Rotlicht defekt,2025-11-10T07:51:48+01:00,closed
65884-2025,Ampel beschädigt,#65884-2025 Ampel beschädigt,Ampel beschädigt ,2025-11-10T08:19:05+01:00,closed
65886-2025,Ampel ausgefallen,#65886-2025 Ampel ausgefallen,Fußgängerampel Richtung Beethovenstr defekt,2025-11-10T08:58:19+01:00,closed
65894-2025,Licht in ganzer Straße ausgefallen,#65894-2025 Licht in ganzer Straße ausgefallen,Am Weg von/zur S-Bahn-Station Johanneskirchen (Johanneskirchner Str. 136) sind weiterhin zwei von drei Straßenlaternen ausgefallen.,2025-11-10T09:46:48+01:00,closed
65897-2025,Ampel ausgefallen,#65897-2025 Ampel ausgefallen,"Bei der westlichen Ampel, die über der Straße hängt, ist das rote Signal defekt und leuchtet nicht mehr ",2025-11-10T10:19:31+01:00,closed
65901-2025,Ampel ausgefallen,#65901-2025 Ampel ausgefallen,Fußgängerampel bei Landsberger Straße rotes Ampelsignal (Fußgänger) ist ausgefallen (grün funktioniert). Es handelt sich um die Ampel vom Roomers direkt rüber zum Kiosk,2025-11-10T11:19:51+01:00,closed
65908-2025,Leuchte ausgefallen,#65908-2025 Leuchte ausgefallen,Laterne mit Mastnummer 7 in der Robert-Heger-Straße leuchtet nicht,2025-11-10T12:09:28+01:00,closed
65912-2025,Licht in ganzer Straße ausgefallen,#65912-2025 Licht in ganzer Straße ausgefallen,Von den fünf Lampen leuchtet als einzige die zweite von rechts. Die anderen vier Lampen sind alle ausgefallen! Schlecht in der dunklen Jahreszeit. ,2025-11-10T13:11:51+01:00,closed
65916-2025,Brunnen beschädigt,#65916-2025 Brunnen beschädigt,Funktioniert nicht ,2025-11-10T14:46:36+01:00,closed
65919-2025,Ampel ausgefallen,#65919-2025 Ampel ausgefallen,Fußgängerüberweg Bushaltestelle Wilhelm-Hertz-Straße kompletter Ausfall/ weder Lichtsignal für Fußgänger noch für Autofahrer ,2025-11-10T15:04:02+01:00,closed
65932-2025,Leuchte ausgefallen,#65932-2025 Leuchte ausgefallen,Ausgefallen. Leuchtet nicht,2025-11-10T17:47:44+01:00,closed
65934-2025,Leuchte ausgefallen,#65934-2025 Leuchte ausgefallen,"13,  Ergänzung Mastnummer zu Meldung 65858-2025",2025-11-10T17:55:54+01:00,closed
65935-2025,Leuchte ausgefallen,#65935-2025 Leuchte ausgefallen,"3; Licht ist an, aber keine Leuchtwirkung mehr. Bitte wenn möglich auch Mastnummeraufkleber 2, 3, 4 und 5 ersetzen, da nicht mehr lesbar oder nicht vorhanden ",2025-11-10T17:58:53+01:00,closed
65936-2025,Leuchte ausgefallen,#65936-2025 Leuchte ausgefallen,2 Leuchten ausgefallen ,2025-11-10T18:58:02+01:00,closed
65937-2025,Leuchte ausgefallen,#65937-2025 Leuchte ausgefallen,"Lampe sehr dunkel. Auch die Aufgangsbeleuchtung U2 ist ausgefallen.
Generell sollte an der Ecke gegenüber der ehemaligen Münchner Bank eine Lampe installiert werden, dort wird sehr oft uriniert da es dort dunkel ist",2025-11-10T19:02:52+01:00,open
65938-2025,Leuchte ausgefallen,#65938-2025 Leuchte ausgefallen,"Leuchte ausgefallen am Daumillerweg, Sendling (Kleine Parkanlage) in etwa auf der Höhe der Lindwurmstr 128. Die Mastnr. habe ich leider nicht, da ich mich bereits auf dem Weg nach Hause befinde. ",2025-11-10T19:29:37+01:00,closed
65940-2025,Leuchte ausgefallen,#65940-2025 Leuchte ausgefallen,Leuchte 7-4 im Ostpark ist ausgefallen.,2025-11-10T20:41:16+01:00,closed
65944-2025,Leuchte ausgefallen,#65944-2025 Leuchte ausgefallen,Die Leuchte rechts vor dem Haus Saarstraße 7 leuchtet nicht ,2025-11-10T21:37:44+01:00,closed
65947-2025,Leuchte ausgefallen,#65947-2025 Leuchte ausgefallen,Straßen Beleuchtung flackert in der Loristraße genau zwischen der Hausnummer 1a u. 3,2025-11-10T22:08:19+01:00,closed
65948-2025,Licht in ganzer Straße ausgefallen,#65948-2025 Licht in ganzer Straße ausgefallen,"Hier sind seit geraumer Zeit 20 Straßenlaternen außer Betrieb - ich habe den Ausfall bereits mehrfach gemeldet und keine Rückmeldung erhalten. Sollte die Abschaltung absichtlich erfolgt sein, teilen Sie mir dies bitte mit.",2025-11-10T22:49:34+01:00,closed
65949-2025,Grünstreifen verschmutzt,#65949-2025 Grünstreifen verschmutzt,Grünflächen Abgrenzung extrem beschädigt,2025-11-11T06:53:57+01:00,closed
65951-2025,Leuchte ausgefallen,#65951-2025 Leuchte ausgefallen,Zwei Leuchten sind im Weg aufgefallen,2025-11-11T07:04:34+01:00,closed
65953-2025,Leuchte ausgefallen,#65953-2025 Leuchte ausgefallen,Fussweg nach dem Tunnel LED Leuchte defekt ,2025-11-11T07:28:02+01:00,closed
65954-2025,Leuchte ausgefallen,#65954-2025 Leuchte ausgefallen,Licht defekt ,2025-11-11T07:29:13+01:00,open
65955-2025,Leuchte ausgefallen,#65955-2025 Leuchte ausgefallen,Licht defekt ,2025-11-11T07:30:22+01:00,open
65956-2025,Leuchte ausgefallen,#65956-2025 Leuchte ausgefallen,Fußweg Licht defekt ,2025-11-11T07:34:34+01:00,closed
65957-2025,Ampel ausgefallen,#65957-2025 Ampel ausgefallen,"Für die Erneuerung der Ampelanlage im Kreuzungsbereich Arnulfstr. /Renatastr. wurden provisorische Ampeln aufgebaut. Diese sind jedoch nachts/morgens wiederholt nicht in Betrieb. Da es sich hier um einen Schulweg der Hirschberg Grundschule  handelt, stellt dies eine sehr gefährliche Situation dar.",2025-11-11T07:58:35+01:00,closed
65958-2025,Ampel ausgefallen,#65958-2025 Ampel ausgefallen,Ampeln ausgefallen. Besonders gefährlich da Schulweg,2025-11-11T08:07:44+01:00,closed
65973-2025,Licht in ganzer Straße ausgefallen,#65973-2025 Licht in ganzer Straße ausgefallen,Die Beleuchtung zwischen DB-Gebäude und Baustelle ist bis zum Beginn der Beleuchtung des Fußweges seit einiger zeit ausgefallen. Es ist nachts hier ziemlich düster und gefährlich.,2025-11-11T09:32:04+01:00,closed
65984-2025,Bank beschädigt,#65984-2025 Bank beschädigt,Befestigung Sitzbank Schrauben lose. Sitzpanele sind lose. Siehe Bild,2025-11-11T10:26:12+01:00,closed
65987-2025,Leuchte ausgefallen,#65987-2025 Leuchte ausgefallen,Die Leuchte ist ausgefallen.,2025-11-11T10:39:27+01:00,closed
65991-2025,Park verschmutzt,#65991-2025 Park verschmutzt,"Am Fischmarktbrunnen ist ein Obdachlosenlager (Müll, Unrat, Ratten) was ein Vorbeigehen oder einen Aufenthalt dort nicht möglich macht.",2025-11-11T12:04:10+01:00,closed
65992-2025,Park verschmutzt,#65992-2025 Park verschmutzt,"Müll unter der Brücke, Hellabrunnseite",2025-11-11T12:06:20+01:00,closed
65993-2025,Spielplatz verschmutzt,#65993-2025 Spielplatz verschmutzt,"Glasscherben bei dem Fußballfeld hinten im Maßmannpark.
Vielen Dank fürs Wegkehren!
Herzliche Grüße Thomas Hochhauser",2025-11-11T12:20:36+01:00,closed
65995-2025,Mülleimer überfüllt,#65995-2025 Mülleimer überfüllt,Ein großer Müllgittereimer wurde seit Wochen nicht geleert und langsam wird der Müll daneben gesammelt.,2025-11-11T13:12:30+01:00,closed
65996-2025,Leuchte beschädigt,#65996-2025 Leuchte beschädigt,"Hängt runter, direkt bei der Schule, Glascontainer ",2025-11-11T13:13:04+01:00,closed
65999-2025,Spielplatz verschmutzt,#65999-2025 Spielplatz verschmutzt,"Spielplatz verdreckt und nicht regelmäßig gewartet. Zigarettenstummel im Sand, Laub wurde nicht entfernt…",2025-11-11T13:41:39+01:00,closed
66008-2025,Spielplatz verschmutzt,#66008-2025 Spielplatz verschmutzt,Spielplatz neben Minihaus 2 in Freiham,2025-11-11T15:37:04+01:00,closed
66007-2025,Geh- und Radweg verschmutzt,#66007-2025 Geh- und Radweg verschmutzt,"Umgefahrener / beschädigter Absperrpfosten 

Bitte reparieren ",2025-11-11T15:38:17+01:00,closed
66010-2025,Spielplatz verschmutzt,#66010-2025 Spielplatz verschmutzt,"Spielplatz bei Restaurant marta.  In den Metall Schüssel auf der Empore ist Hundekot. 
Täglich laufen auf dem Spielplatz Hunde herum und tollen im Sand.  ",2025-11-11T15:52:46+01:00,closed
66014-2025,Leuchte ausgefallen,#66014-2025 Leuchte ausgefallen,Eine Röhre defekt ,2025-11-11T17:59:40+01:00,closed
66015-2025,Leuchte ausgefallen,#66015-2025 Leuchte ausgefallen,"Das Leuchtmittel scheint erschöpft. 
Zwar strahlt die Leuchte noch etwas, im Vergleich zu den übrigen Laternen in der Straße allerdings 
erkennbar schwächer. 
Am Boden kommt jedenfalls keinerlei Leuchtkraft mehr an. 
Eine Verschmutzung ist nicht erkennbar.",2025-11-11T18:16:55+01:00,closed
66016-2025,Licht in ganzer Straße ausgefallen,#66016-2025 Licht in ganzer Straße ausgefallen,"Keine Masten, sondern zwischen Häusern aufgehängte Lampen. Westlich der Implerstraße (Auf der Seite Danklstraße) funktioniert kein Licht mehr.",2025-11-11T18:21:13+01:00,open
66017-2025,Licht in ganzer Straße ausgefallen,#66017-2025 Licht in ganzer Straße ausgefallen,Der untere Teil der Danklstraße ist ohne Straßenbeleuchtung. ,2025-11-11T18:24:43+01:00,closed
66018-2025,Leuchte ausgefallen,#66018-2025 Leuchte ausgefallen,Leuchtet nicht.,2025-11-11T18:26:07+01:00,open
66021-2025,Leuchte ausgefallen,#66021-2025 Leuchte ausgefallen,Defekte Straßenleuchte; kein Licht,2025-11-11T19:45:28+01:00,closed
66022-2025,Leuchte ausgefallen,#66022-2025 Leuchte ausgefallen,Eine Leuchte ausgefallen,2025-11-11T20:14:56+01:00,closed
66023-2025,Geh- und Radweg verschmutzt,#66023-2025 Geh- und Radweg verschmutzt,Herrenloser Einkaufswagen am Ende Guerickestr. ,2025-11-11T20:21:39+01:00,closed
66024-2025,Ampel ausgefallen,#66024-2025 Ampel ausgefallen,Grünes Signal ausgefallen.,2025-11-11T20:25:11+01:00,closed
66025-2025,Leuchte ausgefallen,#66025-2025 Leuchte ausgefallen,Eien Röhre ausgefallen,2025-11-11T20:26:46+01:00,closed
66026-2025,Leuchte ausgefallen,#66026-2025 Leuchte ausgefallen,Am Strassenende zum Korbinianplatz und zur Knorr-Straße ist jeweils ein Lichtmasten ausgefallen.,2025-11-11T20:30:43+01:00,closed
66027-2025,Park beschädigt,#66027-2025 Park beschädigt,Neben der Kindertagesstätte hat sich in der Grü nanlage ein Parkplatz entwickelt. Dir Fahrzeuge stehen ab ca. 19.00 Uhr bis ca. 7.00  Uhr am nächsten Tag. Der Flurschaden ist bereits beachtlich. Ich habe dies bereits mehrfach gemeldet. Wann wird endlich gehandelt?,2025-11-11T20:38:30+01:00,closed
66028-2025,Leuchte ausgefallen,#66028-2025 Leuchte ausgefallen,Die Leuchte ist seit Monaten defekt und der Gehweg ist nicht beleuchtet.,2025-11-11T20:41:10+01:00,closed
66030-2025,Leuchte ausgefallen,#66030-2025 Leuchte ausgefallen,"Die Strassenbeleuchtung in der Karl-Marr-Strasse / Ecke Allescherstrasse 
leuchtet einen Abend und den nächsten Abend nicht mehr.",2025-11-11T21:37:32+01:00,closed
66031-2025,Leuchte ausgefallen,#66031-2025 Leuchte ausgefallen,"München, Adolf-Kolping-Str. 1 und 14.
Die beiden Hängeleuchten über der Fahrbahn sind ausgefallen.",2025-11-11T21:39:03+01:00,closed
66033-2025,Leuchte ausgefallen,#66033-2025 Leuchte ausgefallen,Lampe ausgefallen vor Haus Nummer 34,2025-11-11T22:05:44+01:00,closed
66036-2025,Leuchte ausgefallen,#66036-2025 Leuchte ausgefallen,Anfang Georgenstraße Richtung Leopoldstraße. 2-3 Leuchten funktionieren nicht. Sehr dunkel insb. für Radfahrer ,2025-11-11T22:58:25+01:00,closed
66037-2025,Leuchte ausgefallen,#66037-2025 Leuchte ausgefallen,Straßenlaterne vor Am Westpark 8 (neben der Litfaßsäule) funktioniert nicht.,2025-11-11T23:22:16+01:00,open
66038-2025,Leuchte ausgefallen,#66038-2025 Leuchte ausgefallen,Leuchte flackert ,2025-11-11T23:42:41+01:00,closed
66039-2025,Leuchte ausgefallen,#66039-2025 Leuchte ausgefallen,Ausgefallen ,2025-11-11T23:45:33+01:00,closed
66040-2025,Leuchte ausgefallen,#66040-2025 Leuchte ausgefallen,Setzt immer wieder aus ,2025-11-11T23:48:00+01:00,open
66043-2025,Leuchte ausgefallen,#66043-2025 Leuchte ausgefallen,Lampe defekt.,2025-11-12T05:38:06+01:00,closed
66044-2025,Leuchte ausgefallen,#66044-2025 Leuchte ausgefallen,Eine Röhre aus,2025-11-12T07:00:48+01:00,closed
66045-2025,Licht in ganzer Straße ausgefallen,#66045-2025 Licht in ganzer Straße ausgefallen,"Alle Straßen Lampen
Am Bahnsportplatz gingen am 11.11. abends / nachts nicht. ",2025-11-12T07:32:37+01:00,closed
66046-2025,Leuchte ausgefallen,#66046-2025 Leuchte ausgefallen,"Sportlerweg , 81249 München 
Mast Nummer 6 
Leuchte geht nicht",2025-11-12T07:35:55+01:00,closed
66048-2025,Park verschmutzt,#66048-2025 Park verschmutzt,Edeka Einkaufswagen stehen gelassen,2025-11-12T08:03:26+01:00,closed
66055-2025,Grünstreifen verschmutzt,#66055-2025 Grünstreifen verschmutzt,Kaputter plastikstuhl liegt im park,2025-11-12T09:14:12+01:00,closed
66056-2025,Grünstreifen verschmutzt,#66056-2025 Grünstreifen verschmutzt,Alter Teppichboden im Grünen abgelegt,2025-11-12T09:19:07+01:00,closed
66058-2025,Spielplatz beschädigt,#66058-2025 Spielplatz beschädigt,"Ein Tor ist kaputt, es kann nicht mehr geschlossen werden. ",2025-11-12T10:44:14+01:00,closed
66062-2025,Grünstreifen verschmutzt,#66062-2025 Grünstreifen verschmutzt,"Meldung über eine wilde Sperrmüllablage (Kücheneinrichtungen, Waschmaschine etc. ) an der Ecke Hans-Thonauer-Str./Nördlinger Str. hinter einer Baum-/Buschgruppe neben der Kleingartenanlage. Siehe hochgeladenes Foto.",2025-11-12T11:17:52+01:00,closed
66078-2025,Park verschmutzt,#66078-2025 Park verschmutzt,"Nußbaumstr 14  schräg gegenüber, Nußbaumpark direkt am Zaun, Verschmutzungen. 
Eigentlich gehören auf der gesamten Nußbaumstr die Grünstreifen gesäubert von Schmutz inkl. Zigarettenkippen.
Es sieht schon länger hier dreckig aus.
Vielen Dank  A.R.",2025-11-12T16:40:57+01:00,closed
66080-2025,Spielplatz beschädigt,#66080-2025 Spielplatz beschädigt,"Die Tür ist defekt, sie lässt sich nicht mehr schließen.
Die Verankerung der Tür ist locker.",2025-11-12T17:43:32+01:00,closed
66081-2025,Leuchte beschädigt,#66081-2025 Leuchte beschädigt,Der kleine Stromkasten am Fuß der Leuchte ist oben abgebrochen.,2025-11-12T18:00:20+01:00,closed
66083-2025,Leuchte ausgefallen,#66083-2025 Leuchte ausgefallen,"Hallo, die Straßenbeleuchtung, die über unserer Straße hängt, ist auf der Höhe der Hausnummer 4 kaputt, bzw. leuchtet diese nicht mehr. Dies ist schon seit einiger Zeit so, daher melde ich das, damit es repariert wird. Denn dieser Teil der Straße ist sehr dunkel, was abends sehr unangenehm ist",2025-11-12T18:31:11+01:00,open
66085-2025,Leuchte ausgefallen,#66085-2025 Leuchte ausgefallen,Laterne aus,2025-11-12T19:38:06+01:00,closed
66088-2025,Leuchte ausgefallen,#66088-2025 Leuchte ausgefallen,"Es geht um die erste Lampe an dem Fuß/Radweg (Richtung Westen).
In der Hälfte der Fälle geht die Lampe, in der anderen Hälfte nicht.",2025-11-12T21:12:28+01:00,open
66089-2025,Leuchte ausgefallen,#66089-2025 Leuchte ausgefallen,Leuchte im Mast Nummer 66 in der Schäftlarnstraße ausgefallen.,2025-11-12T21:41:27+01:00,closed
66090-2025,Leuchte ausgefallen,#66090-2025 Leuchte ausgefallen,Mast hängt über der Rosenheimer Str.  Höhe 83/76 ,2025-11-12T21:42:53+01:00,open
66091-2025,Leuchte ausgefallen,#66091-2025 Leuchte ausgefallen,Leuchte im Mast Nummer 10 am Rad-und Fußweg zwischen Ludwigshöher Straße und Wolfratshauser Straße ist ausgefallen.,2025-11-12T21:47:36+01:00,closed
66092-2025,Leuchte ausgefallen,#66092-2025 Leuchte ausgefallen,"Gerbelweg, Radweg dem Sollner Berg rauf, Mast Nr 9",2025-11-12T21:48:07+01:00,closed
66095-2025,Leuchte ausgefallen,#66095-2025 Leuchte ausgefallen,Leuchte direkt über der Kreuzung Herzogstr/ Schleißheimer Str leuchtet nicht ,2025-11-12T22:33:12+01:00,closed
66096-2025,Spielplatz verschmutzt,#66096-2025 Spielplatz verschmutzt,"Aufgrund des Klosters (Suppenküche) halten sich auffällige Personen in unserem Wohngebiet auf. Heute hat einer auf dem Spielplatz sein Geschäft verrichtet, er und weitere bekannte Personen sind auch aggressiv. Wir haben hier viele Kinder.Bitte um Unterstützung, um mit dem Kloster eine Lösung zu find",2025-11-12T23:01:05+01:00,closed
66097-2025,Leuchte beschädigt,#66097-2025 Leuchte beschädigt,"Hallo, die Straßenlaterne am Weiherweg 6, München leuchtet nur noch ganz schwach.",2025-11-12T23:52:40+01:00,closed
66098-2025,Leuchte ausgefallen,#66098-2025 Leuchte ausgefallen,Leuchte über Straße ausgefallen,2025-11-13T05:25:15+01:00,closed
66100-2025,Park verschmutzt,#66100-2025 Park verschmutzt,"Verschmutzungen, Glasscherben, etc. liegen im Rondell des Rosenheimer Bahndamms. ",2025-11-13T07:24:00+01:00,closed
66102-2025,Park verschmutzt,#66102-2025 Park verschmutzt,Müll einfach weggeworfen und einen Staubsauger illegal entsorgt. ,2025-11-13T07:26:26+01:00,closed
66110-2025,Geh- und Radweg verschmutzt,#66110-2025 Geh- und Radweg verschmutzt,"Viele Glasscherben auf dem Fuß- und Radweg, weit verteilt",2025-11-13T08:35:52+01:00,closed
66115-2025,Geh- und Radweg verschmutzt,#66115-2025 Geh- und Radweg verschmutzt,"Zahlreiche Glasscherben Gros und klein, die über mehrere Meter auf dem Weg verteilt sind. Für Fahrradfahrer, spielende Kinder und Tiere ganz gefährlich. ",2025-11-13T09:07:25+01:00,closed
66119-2025,Spielplatz verschmutzt,#66119-2025 Spielplatz verschmutzt,"Auf dem Spielplatz zwischen der Seidlhofstr. 7+26 ist der Tunnel dauerhaft geflutet. Er ist mit Blättern & Schlamm verschmutzt, so dass das sich bei Regen angesammelte Wasser nicht mehr abfließt.
Er bräuchte auch generell ein besseres Drainage-System, denn die Kinder können ja nur hindurch krabbeln.",2025-11-13T10:29:46+01:00,closed
66120-2025,Mülleimer überfüllt,#66120-2025 Mülleimer überfüllt,"<p>Im Mülleimer liegen auf dem Boden, unter der Mülltüte viele gefüllte Hundekotbeutel. Bitte entfernen&nbsp;</p>",2025-11-13T10:30:09+01:00,closed
66125-2025,Mülleimer überfüllt,#66125-2025 Mülleimer überfüllt,<p>Alle Mülleimer im Park sind nicht mehr aufgehängt sondern stehen direkt auf dem Boden; Gefahr für kleine Kinder&nbsp;</p>,2025-11-13T12:12:47+01:00,closed
66127-2025,Spielplatz beschädigt,#66127-2025 Spielplatz beschädigt,Alle 5 Mülleimer im park stehen auf dem Boden anstatt dass sie hängen. Dadurch auf Höhe der Kinder und für Ratten einfach zu erreichen ,2025-11-13T12:13:33+01:00,closed
66133-2025,Mülleimer überfüllt,#66133-2025 Mülleimer überfüllt,Der Mülleimer im Bayernpark Höhe Hiltenspergerstr. 76 ist beschädigt. Siehe Bild anbei. Vielen Dank. ,2025-11-13T13:15:40+01:00,closed
66135-2025,Leuchte ausgefallen,#66135-2025 Leuchte ausgefallen,"Fahrrad- und Fußwegunterführung, Einfahrt südlich der Autobahn (leider kein Straßenname erkennbar)
vorletzte Lampe vor der südlichen Einfahrt in die Unterführung ist ausgefallen",2025-11-13T13:45:35+01:00,closed
66136-2025,Spielplatz beschädigt,#66136-2025 Spielplatz beschädigt,"Hallo, die neue Toilette ist defekt. Die Tür öffnet sich nicht auch nach mehrfachen drücken des Knopfs. 
Das Problem ist wohl schon seid dem Sommer bekannt… bitte den Schaden an die entsprechenden Stelle melden. ",2025-11-13T14:23:07+01:00,closed
66139-2025,Spielplatz verschmutzt,#66139-2025 Spielplatz verschmutzt,Scherben auf dem Gehweg und dem Spielplatz ,2025-11-13T15:21:54+01:00,closed
66140-2025,Ampel ausgefallen,#66140-2025 Ampel ausgefallen,AMPEL KOMPLETT AUSGEFALLEN.,2025-11-13T15:31:38+01:00,closed
66141-2025,Leuchte ausgefallen,#66141-2025 Leuchte ausgefallen,Lampe Nr. 17 vor der Hausnummer 43 ist defekt und leuchtet nicht,2025-11-13T15:43:09+01:00,closed
66144-2025,Spielplatz beschädigt,#66144-2025 Spielplatz beschädigt,Klettergerüst beschädigt . Gefährdet kinder. Metalldraht steht ab.,2025-11-13T16:10:38+01:00,closed
66146-2025,Spielplatz beschädigt,#66146-2025 Spielplatz beschädigt,Klettergerüst beschädigt . Gefährdet kinder. Metalldraht steht ab.,2025-11-13T16:14:05+01:00,closed
66147-2025,Leuchte ausgefallen,#66147-2025 Leuchte ausgefallen,Seit ca 1 Woche ausgefallen ,2025-11-13T16:22:04+01:00,closed
66150-2025,Leuchte beschädigt,#66150-2025 Leuchte beschädigt,"Das Licht leuchtet nur noch extrem schwach, auf jeden Fall nicht ausreichend um den Gehweg bei Nacht auszuleuchten",2025-11-13T18:03:52+01:00,closed
66151-2025,Bank beschädigt,#66151-2025 Bank beschädigt,Hier ist jetzt bereits seit mehreren Monaten die Bank beschädigt. Ich bitte erneut um Reparatur.,2025-11-13T18:21:17+01:00,closed
66155-2025,Mülleimer überfüllt,#66155-2025 Mülleimer überfüllt,"Sämtliche Mülleimer im Bereich der Grünanlagen „Zur Deutschen Einheit“, „Posener Platz“ und „Trakhener Platz“ sind überfüllt, Müll liegt bereits am Boden, da die Mülleimer seit mindestens 3 Wochen nicht mehr geleert wurden. 
Trotz der Meldung vom 10.11. hat sich an der Situation nichts geändert.",2025-11-13T18:47:52+01:00,closed
66158-2025,Leuchte ausgefallen,#66158-2025 Leuchte ausgefallen,"Die Lampe ist ganz ausgefallen 
Auf der Höhe Crusius Str. 1",2025-11-13T19:05:17+01:00,closed
66161-2025,Licht in ganzer Straße ausgefallen,#66161-2025 Licht in ganzer Straße ausgefallen,"Beim Rad und Fußweg sind die Leuchten ausgefallen, Baierbrunner Str Richtung Hoffmannstr ",2025-11-13T21:03:39+01:00,closed
66162-2025,Leuchte ausgefallen,#66162-2025 Leuchte ausgefallen,Rad und Fußweg Baierbrunner Richtung Hoffmannstr. entlang zur chinesischen Botschaft sind drei Masten ausgefallen ,2025-11-13T21:07:20+01:00,closed
66163-2025,Park verschmutzt,#66163-2025 Park verschmutzt,"Diamaltpark, Müllablagerung bei den Bänken rund um die freie Wiese und in den Grünstreifen. 
Es werden Schilder benötigt (um auf das Müll Problem aufmerksam machen) und ggf. mehr Mülleimer. Danke Ihnen. ",2025-11-13T21:12:11+01:00,closed
66165-2025,Leuchte ausgefallen,#66165-2025 Leuchte ausgefallen,"Nr. nicht bekannt - Straßen-Beleuchtung direkt über Bushaltestelle 68´ziger  Bus  - Ri. Silberhornstraße
gegenüber von Pennyfassade  Kapuziner Straße
",2025-11-13T21:27:49+01:00,closed
66167-2025,Leuchte ausgefallen,#66167-2025 Leuchte ausgefallen,3 von 4 Laternen am Curling Platz beim Theatron sind ausgefallen,2025-11-13T22:58:29+01:00,open
66170-2025,Leuchte ausgefallen,#66170-2025 Leuchte ausgefallen,Das ist auf dem weg zu den Häusern hinter da ist eine Lampe kaput.,2025-11-14T07:17:47+01:00,closed
66174-2025,Park verschmutzt,#66174-2025 Park verschmutzt,Im Park hinter der Tramhaltestelle St.Veitstraße auf Höhe der Tischtennisplatten liegt Müll,2025-11-14T07:53:32+01:00,closed
66175-2025,Grünstreifen verschmutzt,#66175-2025 Grünstreifen verschmutzt,Im Grünstreifen Waldstrasse /Riffelwandstrasse liegt ein Teppich,2025-11-14T07:55:32+01:00,closed
66176-2025,Park beschädigt,#66176-2025 Park beschädigt,Die Parkbank am Anfang des Parkes ist immer noch immer noch defekt. Hier kann man sich verletzen ,2025-11-14T08:01:47+01:00,closed
66177-2025,Grünstreifen verschmutzt,#66177-2025 Grünstreifen verschmutzt,"<p>Bitte das Laub vom Grünstreifen entfernen, der Wind weht es immer auf Gehweg, dann ist es auf dem Gehweg rutschig&nbsp;</p>",2025-11-14T08:26:04+01:00,closed
66178-2025,Grünstreifen verschmutzt,#66178-2025 Grünstreifen verschmutzt,Sperrmüll im „Bachbett“,2025-11-14T08:51:49+01:00,closed
66179-2025,Grünstreifen verschmutzt,#66179-2025 Grünstreifen verschmutzt,Bauschild verwildert und zerbrochen „Baureferat“,2025-11-14T08:55:54+01:00,closed
66185-2025,Mülleimer überfüllt,#66185-2025 Mülleimer überfüllt,"Der muhleimer für Hunde abgebaut. Der ist unter der Brücke zu finden, wie auf der Foto und auf der Karte. Der Stand für dem Mühleimer ist bei der WC Anlage.",2025-11-14T10:11:19+01:00,closed
66188-2025,Park verschmutzt,#66188-2025 Park verschmutzt,Starke vermüllung ,2025-11-14T10:36:03+01:00,closed
66197-2025,Park verschmutzt,#66197-2025 Park verschmutzt,Einkaufswagen stehen gelassen am Kanal,2025-11-14T11:35:36+01:00,closed
